date,value
2020-01-02,1.6813
2019-12-31,1.3562
2019-12-30,1.0252
2019-12-27,1.1994
2019-12-26,1.3502
2019-12-24,1.9185
2019-12-23,1.9062
2019-12-20,1.4292
2019-12-19,0.9469
2019-12-18,0.2698
2019-12-17,0.4863
2019-12-16,0.6668
2019-12-13,1.1518
2019-12-12,1.0079
2019-12-11,1.2755
2019-12-10,1.3442
2019-12-09,1.369
2019-12-06,1.3218
2019-12-05,1.2829
2019-12-04,1.1507
2019-12-03,1.2475
2019-12-02,1.5192
2019-11-29,1.6264
2019-11-28,1.4213
2019-11-27,1.4054
2019-11-26,1.5313
2019-11-25,1.5496
2019-11-22,1.5447
2019-11-21,1.5404
2019-11-20,1.3661
2019-11-19,1.0882
2019-11-18,1.044
2019-11-15,1.1029
2019-11-14,0.9153
2019-11-13,0.9095
2019-11-12,0.9573
2019-11-11,0.6814
2019-11-08,0.7595
2019-11-07,0.5491
2019-11-06,0.7925
2019-11-05,0.8751
2019-11-04,1.0749
2019-11-01,1.338
2019-10-31,1.6432
2019-10-30,1.6836
2019-10-29,1.73
2019-10-25,1.7417
2019-10-24,1.4978
2019-10-23,1.5925
2019-10-22,1.4067
2019-10-21,1.3364
2019-10-18,1.2586
2019-10-17,1.2593
2019-10-16,1.2266
2019-10-15,1.0975
2019-10-14,1.0672
2019-10-11,1.2871
2019-10-10,1.1568
2019-10-09,1.06
2019-10-08,0.9774
2019-10-07,1.117
2019-10-04,1.1102
2019-10-03,1.3062
2019-10-02,1.4611
2019-10-01,1.4092
2019-09-30,1.7204
2019-09-27,1.5874
2019-09-26,1.5821
2019-09-25,1.5154
2019-09-24,1.2017
2019-09-23,0.7375
2019-09-20,0.6849
2019-09-19,0.749
2019-09-18,1.1938
2019-09-17,1.4199
2019-09-16,1.5503
2019-09-13,1.4859
2019-09-12,1.4631
2019-09-11,1.6192
2019-09-10,1.6328
2019-09-09,1.7302
2019-09-06,1.6121
2019-09-05,1.5743
2019-09-04,1.511
2019-09-03,1.5036
2019-09-02,1.4403
2019-08-30,1.7441
2019-08-29,1.9107
2019-08-28,1.6368
2019-08-27,1.4376
2019-08-26,1.3413
2019-08-23,1.286
2019-08-22,1.2491
2019-08-21,1.3259
2019-08-20,1.2771
2019-08-19,1.4024
2019-08-16,1.6281
2019-08-15,1.5082
2019-08-14,1.6949
2019-08-13,1.6639
2019-08-08,1.8084
2019-08-07,1.6249
2019-08-06,1.8936
2019-08-05,1.7662
2019-08-02,1.7049
2019-08-01,1.6926
2019-07-31,1.9413
2019-07-30,1.9407
2019-07-29,1.7231
2019-07-26,1.6436
2019-07-25,1.5729
2019-07-24,1.6323
2019-07-23,1.6938
2019-07-22,1.7604
2019-07-19,1.7574
2019-07-18,1.5818
2019-07-17,1.4758
2019-07-16,1.3579
2019-07-15,1.373
2019-07-12,1.3533
2019-07-11,1.2798
2019-07-10,1.4191
2019-07-09,1.4389
2019-07-08,1.4361
2019-07-05,1.5244
2019-07-04,1.3368
2019-07-03,1.5546
2019-07-02,1.5807
2019-07-01,1.5492
2019-06-28,1.673
2019-06-27,1.4207
2019-06-26,1.3439
2019-06-25,1.4176
2019-06-24,1.5577
2019-06-21,1.5855
2019-06-20,1.2634
2019-06-19,1.2413
2019-06-18,1.3965
2019-06-17,1.2541
2019-06-14,1.2907
2019-06-13,1.1671
2019-06-12,1.8346
2019-06-11,2.1023
2019-06-10,1.9555
2019-06-07,1.9579
2019-06-06,1.3635
2019-06-04,1.6102
